New IonID,UTHSC ID,M/Z_OLD_BXD_STUDY,M/Z_AGING_STUDY_2017,AGING_ID,Primary_HMDB_ID,ChemicalFormula,Confidence,Primary Name,Secondary Names,ChEBI_ID,ChEMBL_ID,CAS_number,PubChem_ID,ChemSpider_ID,UNII_ID,EC_number,KEGG_ID,Description,Molecular_Weight,Nugowiki_ID,Aliases,Type,Tissue
789,730.4649315_MZ,730.4649315,,,HMDB12336,C38H70NO10P,66,Phosphatidylserine (14:0/18:2(9Z_12Z)),,none,,none,52926034,none,,,none,"PS(14:0/18:2(9Z,12Z)) is a phosphatidylserine (PS or GPSer). It is a glycerophospholipid in which a phosphorylserine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoserines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PS(14:0/18:2(9Z,12Z)), in particular, consists of one chain of myristic acid at the C-1 position and one chain of linoleic acid at the C-2 position. The myristic acid moiety is derived from nutmeg and butter, while the linoleic acid moiety is derived from seed oils. Phosphatidylserine or 1,2-diacyl-sn-glycero-3-phospho-L-serine is distributed widely among animals, plants and microorganisms. It is usually less than 10% of the total phospholipids, the greatest concentration being in myelin from brain tissue. However, it may comprise 10 to 20 mol% of the total phospholipid in the plasma membrane and endoplasmic reticulum of the cell. Phosphatidylserine is an acidic (anionic) phospholipid with three ionizable groups, i.e. the phosphate moiety, the amino group and the carboxyl function. As with other acidic lipids, it exists in nature in salt form, but it has a high propensity to chelate to calcium via the charged oxygen atoms of both the carboxyl and phosphate moieties, modifying the conformation of the polar head group. This interaction may be of considerable relevance to the biological function of phosphatidylserine, especially during bone formation for example. As phosphatidylserine is located entirely on the inner monolayer surface of the plasma membrane (and of other cellular membranes) and it is the most abundant anionic phospholipids. Therefore phosphatidylseriine may make the largest contribution to interfacial effects in membranes involving non-specific electrostatic interactions. This normal distribution is disturbed during platelet activation and cellular apoptosis. In human plasma, 1-stearoyl-2-oleoyl and 1-stearoyl-2-arachidonoyl species predominate, but in brain (especially grey matter), retina and many other tissues 1-stearoyl-2-docosahexaenoyl species are very abundant. Indeed, the ratio of n-3 to n-6 fatty acids in brain phosphatidylserine is very much higher than in most other lipids. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. Phosphatidylserines typically carry a net charge of -1 at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PS biosynthesis involves an exchange reaction of serine for ethanolamine in PE.",,11061,"1-Myristoyl-2-linoleoyl-sn-glycero-3-phosphoserine,Phosphatidylserine(14:0/18:2),Phosphatidylserine(14:0/18:2n6),Phosphatidylserine(14:0/18:2w6),Phosphatidylserine(32:2),PS(14:0/18:2),PS(14:0/18:2n6),PS(14:0/18:2w6),PS(32:2),PSer(14:0/18:2),PSer(14:0/18:2n6),PSer(14:0/18:2w6),PSer(32:2)           ",Endogenous,"All Tissues,Kidney,Liver,Brain,Heart"
791,731.6133888_MZ,731.6133888,,,HMDB12087,C41H85N2O6P,100,Sphingomyelin with formula C41H85N2O6P,,none,,none,44260130,24846878,,,C00550,"Sphingomyelin (d18:0/18:0) or SM(d18:0/18:0) is a type of sphingolipid found in animal cell membranes, especially in the membranous myelin sheath which surrounds some nerve cell axons. It usually consists of phosphorylcholine and ceramide. In humans, sphingomyelin is the only membrane phospholipid not derived from glycerol. Like all sphingolipids, SPH has a ceramide core (sphingosine bonded to a fatty acid via an amide linkage). In addition it contains one polar head group, which is either phosphocholine or phosphoethanolamine. The plasma membrane of cells is highly enriched in sphingomyelin and is considered largely to be found in the exoplasmic leaflet of the cell membrane. However, there is some evidence that there may also be a sphingomyelin pool in the inner leaflet of the membrane. Moreover, neutral sphingomyelinase-2 - an enzyme that breaks down sphingomyelin into ceramide has been found to localise exclusively to the inner leaflet further suggesting that there may be sphingomyelin present there. Sphingomyelin can accumulate in a rare hereditary disease called Niemann-Pick Disease, types A and B. Niemann-Pick disease is a genetically-inherited disease caused by a deficiency in the enzyme Sphingomyelinase, which causes the accumulation of Sphingomyelin in spleen, liver, lungs, bone marrow, and the brain, causing irreversible neurological damage. SMs play a role in signal transduction. Sphingomyelins are synthesized by the transfer of phosphorylcholine from phosphatidylcholine to a ceramide in a reaction catalyzed by sphingomyelin synthase.",733.0972,10812,"C18 Sphingomyelin,N-(Octadecanoyl)-sphinganine-1-phosphocholine,Sphingomyelin,Sphingomyelin (d18:0/18:0)",Endogenous,"All Tissues,Kidney,Liver,Brain,Heart"
792,731.6568447_MZ,731.6568447,,,HMDB07413,C47H88O5,100,Diglyceride (20:1(11Z)/24:1(15Z)/0:0),,,,,,,,,,,,,,,
793,732.4872052_MZ,732.4872052,,,HMDB12335,C38H72NO10P,100,Phosphatidylserine (14:0/18:1(9Z)),,none,,none,52926083,none,,,none,"PS(14:0/18:1(9Z)) is a phosphatidylserine (PS or GPSer). It is a glycerophospholipid in which a phosphorylserine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoserines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PS(14:0/18:1(9Z)), in particular, consists of one chain of myristic acid at the C-1 position and one chain of oleic acid at the C-2 position. The myristic acid moiety is derived from nutmeg and butter, while the oleic acid moiety is derived from vegetable oils, especially olive and canola oil. Phosphatidylserine or 1,2-diacyl-sn-glycero-3-phospho-L-serine is distributed widely among animals, plants and microorganisms. It is usually less than 10% of the total phospholipids, the greatest concentration being in myelin from brain tissue. However, it may comprise 10 to 20 mol% of the total phospholipid in the plasma membrane and endoplasmic reticulum of the cell. Phosphatidylserine is an acidic (anionic) phospholipid with three ionizable groups, i.e. the phosphate moiety, the amino group and the carboxyl function. As with other acidic lipids, it exists in nature in salt form, but it has a high propensity to chelate to calcium via the charged oxygen atoms of both the carboxyl and phosphate moieties, modifying the conformation of the polar head group. This interaction may be of considerable relevance to the biological function of phosphatidylserine, especially during bone formation for example. As phosphatidylserine is located entirely on the inner monolayer surface of the plasma membrane (and of other cellular membranes) and it is the most abundant anionic phospholipids. Therefore phosphatidylseriine may make the largest contribution to interfacial effects in membranes involving non-specific electrostatic interactions. This normal distribution is disturbed during platelet activation and cellular apoptosis. In human plasma, 1-stearoyl-2-oleoyl and 1-stearoyl-2-arachidonoyl species predominate, but in brain (especially grey matter), retina and many other tissues 1-stearoyl-2-docosahexaenoyl species are very abundant. Indeed, the ratio of n-3 to n-6 fatty acids in brain phosphatidylserine is very much higher than in most other lipids. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. Phosphatidylserines typically carry a net charge of -1 at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PS biosynthesis involves an exchange reaction of serine for ethanolamine in PE.",,11060,"1-Myristoyl-2-oleoyl-sn-glycero-3-phosphoserine,Phosphatidylserine(14:0/18:1),Phosphatidylserine(14:0/18:1n9),Phosphatidylserine(14:0/18:1w9),Phosphatidylserine(32:1),PS(14:0/18:1),PS(14:0/18:1n9),PS(14:0/18:1w9),PS(32:1),PSer(14:0/18:1),PSer(14:0/18:1n9),PSer(14:0/18:1w9),PSer(32:1)           ",Endogenous,"All Tissues,Kidney,Liver,Brain,Heart"
794,733.6960226_MZ,733.6960226,,,HMDB06728,C51H90O2,67,Cholesterol ester (24:1(15Z)),,,,,,,,,,,,,,,
795,735.5344384_MZ,735.5344384,,,HMDB07701,C47H72O5,40,Diglyceride (22:4(7Z_10Z_13Z_16Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z)/0:0),,none,,none,9543969,7822919,,,none,"DG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) is a diglyceride, or a diacylglycerol (DAG). It is a glyceride consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Diacylglycerols can have many different combinations of fatty acids attached at both the C-1 and C-2 positions. DG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0), in particular, consists of one chain of adrenic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The adrenic acid moiety is derived from animal fats, while the docosahexaenoic acid moiety is derived from fish oils. Mono- and diacylglycerols are common food additives used to blend together certain ingredients, such as oil and water, which would not otherwise blend well. Dacylglycerols are often found in bakery products, beverages, ice cream, chewing gum, shortening, whipped toppings, margarine, and confections. Synthesis of diacylglycerol begins with glycerol-3-phosphate, which is derived primarily from dihydroxyacetone phosphate, a product of glycolysis (usually in the cytoplasm of liver or adipose tissue cells). Glycerol-3-phosphate is first acylated with acyl-coenzyme A (acyl-CoA) to form lysophosphatidic acid, which is then acylated with another molecule of acyl-CoA to yield phosphatidic acid. Phosphatidic acid is then de-phosphorylated to form diacylglycerol.Diacylglycerols are precursors to triacylglycerols (triglyceride), which are formed by the addition of a third fatty acid to the diacylglycerol under the catalysis of diglyceride acyltransferase. Since diacylglycerols are synthesized via phosphatidic acid, they will usually contain a saturated fatty acid at the C-1 position on the glycerol moiety and an unsaturated fatty acid at the C-2 position.",,6825,"1-Adrenoyl-2-docosahexaenoyl-sn-glycerol,DAG(22:4/22:6),DAG(22:4n6/22:6n3),DAG(22:4w6/22:6w3),DAG(44:10),DG(22:4/22:6),DG(22:4n6/22:6n3),DG(22:4w6/22:6w3),DG(44:10),Diacylglycerol,Diacylglycerol(22:4/22:6),Diacylglycerol(22:4n6/22:6n3),Diacylglycerol(22:4w6/22:6w3),Diacylglycerol(44:10),Diglyceride          ",Endogenous,All Tissues
796,736.2740351_MZ,736.2740351,,,HMDB12177,C30H39N9O12,25,5-Methyltetrahydropteroyltri-L-glutamate,,17614,,none,16722111,17625689,,,C04489,"5-Methyltetrahydropteroyltri-L-glutamate is formed under reaction between carbonyl group of 5-Methyltetrahydropteroate and amine group on one end of three replicates of glutamate. It is involved in several pathways such as tetrahydrofolate biosynthesis II, methionine biosynthesis I,II,III as a product of enzymatic reduction; while in pathways folate polyglutamylation I and carbon tetrachloride degradation II as a product of enzymatic oxidation. In humans, this compound is produced by the bacteria in the gut and may be found in feces or urine.",717.6838,10902,5-Methyltetrahydropteroyltri-L-glutamic acid                 ,Endogenous,All Tissues
798,740.5214468_MZ,740.5214468,,,HMDB07941,C41H76NO8P,47,Phosphatidylcholine (15:0/18:3(6Z_9Z_12Z)),,none,,none,52922314,24766616,,,C00157,"PC(15:0/18:3(6Z,9Z,12Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(15:0/18:3(6Z,9Z,12Z)), in particular, consists of one chain of pentadecanoic acid at the C-1 position and one chain of g-linolenic acid at the C-2 position. The pentadecanoic acid moiety is derived from dairy products and milk fat, while the g-linolenic acid moiety is derived from animal fats. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.",,7065,"1-Pentadecanoyl-2-g-linolenoyl-sn-glycero-3-phosphocholine,1-Pentadecanoyl-2-gamma-linolenoyl-sn-glycero-3-phosphocholine,GPCho(15:0/18:3),GPCho(15:0/18:3n6),GPCho(15:0/18:3w6),GPCho(33:3),Lecithin,PC(15:0/18:3),PC(15:0/18:3n6),PC(15:0/18:3w6),PC(33:3),Phosphatidylcholine(15:0/18:3),Phosphatidylcholine(15:0/18:3n6),Phosphatidylcholine(15:0/18:3w6),Phosphatidylcholine(33:3)          ",Endogenous,All Tissues
799,741.2442107_MZ,741.2442107,,,HMDB00743,C38H38N4O12,49,Hexacarboxylporphyrin I,"Porphinehexacarboxylic acid, Hexacarboxylporphyrin III",none,,73913-56-1,none,13628139,,,none,Hexacarboxylporphyrin I is a bile product that arises from the conversion of Hexacarboxylporphyrinogen I to Hexacarboxylporphyrin I by porphyrinogen carboxy-lyase (EC 4.1.1.37).,742.7279,662,"Hexacarboxylic acid prophyrin I,Hexacarboxyporphyrin I",Endogenous,Liver
800,741.4358278_MZ,741.4358278,,,HMDB01094,C40H68O7P2,44,Octaprenyl diphosphate,,16275,,none,5280651,4444251,,,C04146,Octaprenyl diphosphate is the precursor for the side chain of the isoprenoid quinones ubiquinone and menaquinone. It is a substrate of enzyme trans-octaprenyltranstransferase [EC 2.5.1.11] in biosynthesis of steroids pathway (KEGG).,722.9112,984,"All-trans-octaprenyl diphosphate,Farnesylfarnesylgeraniol,Octaprenyl diphosphate,Octaprenyl pyrophosphate,OPP               ",Endogenous,none
803,743.4883213_MZ,743.4883213,,,HMDB10576,C40H73O10P,100,Phosphatidylglycerol16:0/18:3(6Z_9Z_12Z)),,,,,,,,,,,,,,,
804,744.0558459_MZ,744.0558459,,,HMDB00221,C21H30N7O17P3,36,NADPH,,16474,,53-57-6,22833512,17215925,,,C00005,"Nicotinamide adenine dinucleotide phosphate. A coenzyme composed of ribosylnicotinamide 5'-phosphate (NMN) coupled by pyrophosphate linkage to the 5'-phosphate adenosine 2',5'-bisphosphate. It serves as an electron carrier in a number of reactions, being alternately oxidized (NADP+) and reduced (NADPH). (Dorland, 27th ed.).",745.4209,158,"2'-(Dihydrogen phosphate) 5'-(trihydrogen pyrophosphate) Adenosine 5'-ester with 1,4-dihydro-1-b-D-ribofuranosylnicotinamide,2'-(Dihydrogen phosphate) 5'-(trihydrogen pyrophosphate) Adenosine 5'-ester with 1,4-dihydro-1-beta-delta-ribofuranosylnicotinamide,Adenosine 5'-(trihydrogen diphosphate) 2'-(dihydrogen phosphate) P'-5'-ester with 1,4-dihydro-1-beta-D-ribofuranosyl-3-pyridinecarboxamide,Adenosine 5'-(trihydrogen diphosphate) 2'-(dihydrogen phosphate) P'-5'-ester with 1,4-dihydro-1-beta-delta-ribofuranosyl-3-pyridinecarboxamide,b-NADPH,b-Nicotinamide-adenine-dinucleotide-phosphorate,b-Nicotinamide-adenine-dinucleotide-phosphoric acid,beta-NADPH,beta-Nicotinamide-adenine-dinucleotide-phosphorate,beta-Nicotinamide-adenine-dinucleotide-phosphoric acid,Dihydrocodehydrogenase II,Dihydronicotinamide adenine dinucleotide phosphate,Dihydronicotinamide adenine dinucleotide-P,Dihydrotriphosphopyridine nucleotide reduced,NADP-reduced,NADPH,Nicotinamide adenine dinucleotide phosphate - reduced,Nicotinamide-adenine-dinucleotide-phosphorate,Nicotinamide-adenine-dinucleotide-phosphoric acid,Reduced Codehydrase II,Reduced Coenzyme II,Reduced Cozymase II,Reduced triphosphopyridine nucleotide,Triphosphopyridine nucleotide reduced",Endogenous,"All Tissues,Brain"
