ionIdx,ionMz,,ionActive,ionQualTIC,ionAverageInt,mz difference,formula,ion,score,name,synonym,hmdb_id,kegg_id,other_ids
99,214.0484824,214.0485,TRUE,0.895087898,364400.115,0.000105337,C5H14NO6P,-H(-),100,Glycerylphosphorylethanolamine,2-Aminoethyl ester 1-Glycerophosphoric acid; GPEA; Glycerol 3-phosphoethanolamine; Glycerol 3-phosphorylethanolamine; Glycerophosphoethanolamine; Glycerophosphorylethanolamine; Glyceryl-3-phosphorylethanolamine; Glycerylphosphorylethanolamine; a-Glycerophosphorylethanolamine; alpha-Glycerophosphorylethanolamine,HMDB00114,C01233,
100,216.135355,216.1354,TRUE,0.744403124,67105.5728,5.7149E-06,C9H19N3O3,-H(-),100,beta-Alanyl-L-lysine,,HMDB60442,C05341,
101,217.0830847,217.0831,TRUE,0.862724543,27153.22636,-9.21631E-05,C8H14N2O5,-H(-),100,5-L-Glutamyl-L-alanine,5-L-Glutamylalanine; g-Glu-Ala; g-Glutamylalanine; g-L-Glutamyl-L-alanine; gamma-Glu-Ala; gamma-Glutamylalanine; gamma-L-Glutamyl-L-alanine,HMDB06248,C03740,
102,218.1031542,218.1032,TRUE,0.801408738,160536.0038,0.000239358,C9H17NO5,-H(-),100,Pantothenic acid,"(+)-Pantothenate; (+)-Pantothenic acid; (D)-(+)-Pantothenate; (D)-(+)-Pantothenic acid; (R)-pantothenate; Chick antidermatitis factor; D(+)-N-(2,4-Dihydroxy-3,3-dimethylbutyryl)-b-alanine; D(+)-N-(2,4-Dihydroxy-3,3-dimethylbutyryl)-beta-alanine; D-Pantothenate; D-Pantothenic acid; Pantothenate; Vitamin B5; delta-Pantothenate; delta-Pantothenic acid",HMDB00210,C00864,
103,225.099385,225.0994,TRUE,0.778053016,11066.63496,-6.55673E-05,C9H14N4O3,-H(-),100,Carnosine,Carnosine; Ignotine; Karnozin; Karnozzn; L-Carnosine; N-(3-Aminopropanoyl)histidine; N-(b-Alanyl)-L-histidine; N-b-Alanyl-L-Histidine; N-beta-Alanyl-L-Histidine; Sevitin; b-Alanyl-L-histidine; b-Alanylhistidine; beta-Alanyl-L-histidine; beta-Alanylhistidine,HMDB00033,C00386,
104,226.0121513,226.0122,TRUE,0.625291973,6690.222348,5.20569E-05,C5H10NO7P,-H(-),100,L-Glutamic acid 5-phosphate,L-Glutamate 5-phosphate; L-Glutamate-5-phosphate; L-Glutamic acid 5-phosphate; L-Glutamyl 5-phosphate; L-Glutamyl-5-P; L-gamma-Glutamyl-5-P; L-gamma-Glutamyl-5-phosphate,HMDB01228,C03287,
105,226.0834854,226.0835,TRUE,0.5718804,6609.845855,-0.000157132,C9H13N3O4,-H(-),100,Deoxycytidine,1-(2-Deoxy-b-D-ribofuranosyl)cytosine; 1-(2-Deoxy-beta-D-erythro-pentofuranosyl)-Cytosine; 1-(2-Deoxy-beta-D-ribofuranosyl)cytosine; 1-(2-Deoxy-beta-delta-erythro-pentofuranosyl)-Cytosine; 1-(2-Deoxy-beta-delta-ribofuranosyl)cytosine; 2'-Deoxycytidine; 2-Deoxy-Cytidine; 4-Amino-1-(2-deoxy-b-D-erythro-pentofuranosyl)-2(1H)-pyrimidinone; 4-Amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-2(1H)-pyrimidinone; 4-Amino-1-(2-deoxy-beta-delta-erythro-pentofuranosyl)-2(1H)-pyrimidinone; Cytosine deoxyribonucleoside; Cytosine deoxyriboside; Deoxy-Cytidine; Deoxyribose cytidine; Desoxycytidine,HMDB00014,C00881,CHEBI:15698; CID:13711
106,227.0674399,227.0674,TRUE,0.675038815,9878.415801,-0.000104292,C9H12N2O5,-H(-),100,Deoxyuridine,"1-(2-Deoxy-D-erythro-pentofuranosyl)uracil; 1-(2-Deoxy-beta-D-erythro-pentofuranosyl)-2,4(1H,3H)-Pyrimidinedione; 1-(2-Deoxy-beta-D-ribofuranosyl)-2,4(1H,3H)-Pyrimidinedione; 1-(2-Deoxy-beta-delta-erythro-pentofuranosyl)-2,4(1H,3H)-Pyrimidinedione; 1-(2-Deoxy-beta-delta-ribofuranosyl)-2,4(1H,3H)-Pyrimidinedione; 1-(2-Deoxy-delta-erythro-pentofuranosyl)uracil; 2'-Deoxyuridine; 2'-Desoxyuridine; Deoxyribose uracil; Desoxyuridine; Uracil deoxyriboside; Uracil desoxyuridine",HMDB00012,C00526,CHEBI:16450; CID:13712
107,227.2015597,227.2016,TRUE,0.753008515,436211.0215,0.000100503,C14H28O2,-H(-),100,Myristic acid,1-Tridecanecarboxylate; 1-Tridecanecarboxylic acid; Crodacid; Myristate; Myristic acid; Myristic acid pure; Myristoate; Myristoic acid; N-Tetradecan-1-oate; N-Tetradecan-1-oic acid; N-Tetradecanoate; N-Tetradecanoic acid; Tetradecanoate; Tetradecanoic (Myristic) acid; Tetradecanoic acid,HMDB00806,C06424,
108,228.0285491,228.0285,TRUE,0.371780127,3099.529725,-0.00069653,C5H12NO7P,-H(-),100,5-Phosphoribosylamine,5-P-beta-D-Ribosyl-amine; 5-P-beta-delta-Ribosyl-amine; 5-Phospho-D-ribosylamine; 5-Phospho-beta-D-ribosyl-amine; 5-Phospho-beta-D-ribosylamine; 5-Phospho-beta-delta-ribosyl-amine; 5-Phospho-beta-delta-ribosylamine; 5-Phospho-delta-ribosylamine; 5-Phosphoribosylamine; PRA,HMDB01128,C03090,
109,229.0119129,229.0119,TRUE,0.791858196,146657.9925,-4.40099E-05,C5H11O8P,-H(-),100,D-Ribulose 5-phosphate,D-Ribulose 5-phosphate; Erythro-Pentulose 5-phosphate; Ribulose 5-phosphate; Ribulose phosphate; alpha-D-Ribose 5-phosphate,HMDB00618,C00199,
109,229.0119129,229.0119,TRUE,0.791858196,146657.9925,-4.40099E-05,C5H11O8P,-H(-),100,Xylulose 5-phosphate,D-Xylulose 5-PO4; D-Xylulose 5-phosphate; D-Xylulose-5-P; D-Xylulose-5-phosphate; Xu-5-P; Xylulose 5-phosphate; Xylulose-P; Xylulose-phosphate,HMDB00868,C00231,
109,229.0119129,229.0119,TRUE,0.791858196,146657.9925,-4.40099E-05,C5H11O8P,-H(-),100,Ribose 1-phosphate,1-O-Phosphono-D-ribofuranose; D-Ribofuranose 1-(dihydrogen phosphate); D-Ribofuranose 1-phosphate; D-Ribose-1-phosphate; D-Ribose-1P; Ribofuranose 1-phosphate; Ribose 1-phosphate; a-D-Ribofuranose 1-(dihydrogen phosphate); a-D-Ribose 1-phosphate; alpha-D-Ribofuranose 1-(dihydrogen phosphate); alpha-D-Ribofuranose 1-phosphate; alpha-D-Ribose 1-phosphate,HMDB01489,C00620,
109,229.0119129,229.0119,TRUE,0.791858196,146657.9925,-4.40099E-05,C5H11O8P,-H(-),100,D-Ribose 5-phosphate,D-Ribose 5-phosphate; D-Ribose-5-P; D-Ribose-5-phosphate; D-Ribose-5-phosphorate; D-Ribose-5-phosphoric acid; Ribose-5-P; Ribose-5-phosphate; Ribose-5-phosphorate; Ribose-5-phosphoric acid; Ribose-5P,HMDB01548,C00117,
110,238.0945585,238.0946,TRUE,0.843043447,80018.97538,1.75817E-07,C9H13N5O3,-H(-),100,6-Lactoyltetrahydropterin,"6-Lactoyl tetrahydropterin; 6-Lactoyl-5,6,7,8-tetrahydropterin; Lactoyl-H4-pterin; Lactoyl-PH4",HMDB02065,C04244,
110,238.0945585,238.0946,TRUE,0.843043447,80018.97538,1.75817E-07,C9H13N5O3,-H(-),100,4a-Carbinolamine tetrahydrobiopterin,"1,3,5-Benzenetriol; 1,3,5-Trihydroxybenzene; 1,3,5-Trihydroxybenzene anhydrate; 1,3,5-Trihydroxybenzene anhydrous; 1,3,5-Trihydroxybenzene dihydrate; 1.3.5-Trihydroxybenzene; 4a-Carbinolamine tetrahydrobiopterin; 4a-Hydroxy-BH4; Phloroglucin; Phloroglucinol; Phloroglucinol 2-Hydrate; Phloroglucinol anhydrous; Phloroglucinol dihydrate",HMDB02215,C00268,
111,239.1151433,239.1151,TRUE,0.713742376,8837.139934,-0.000183628,C10H16N4O3,-H(-),100,Anserine,Anserine; L-Anserine; L-N-b-Alanyl-3-methyl-Histidine; L-N-beta-Alanyl-3-methyl-Histidine; N-b-Alanyl-3-methyl-L-Histidine; N-beta-Alanyl-3-methyl-L-histidine; beta-Alanyl-N(pai)-methyl-L-histidine,HMDB00194,C01262,
111,239.1151433,239.1151,TRUE,0.713742376,8837.139934,-0.000183628,C10H16N4O3,-H(-),100,Homocarnosine,Homocarnosine; L-Homocarnosine; N-(4-Aminobutyryl)-Histidine; N-(4-Aminobutyryl)-L-Histidine; g-Aminobutyryl-L-histidine; g-Aminobutyrylhistidine; gamma-Aminobutyryl-L-histidine; gamma-Aminobutyrylhistidine,HMDB00745,C00884,
112,243.061922,243.0619,TRUE,0.780298084,289937.7705,0.000327668,C9H12N2O6,-H(-),100,Uridine,"1-b-D-Ribofuranosyl-2,4(1H,3H)-pyrimidinedione; 1-b-D-Ribofuranosyluracil; 1-beta-delta-Ribofuranosyl-2,4(1H,3H)-pyrimidinedione; 1-beta-delta-Ribofuranosyluracil; Uridin; b-D-Ribofuranoside 2,4(1H,3H)-pyrimidinedione-1; b-Uridine; beta-Uridine; beta-delta-Ribofuranoside 2,4(1H,3H)-pyrimidinedione-1",HMDB00296,C00299,
112,243.061922,243.0619,TRUE,0.780298084,289937.7705,0.000327668,C9H12N2O6,-H(-),100,Pseudouridine,5-(b-D-Ribofuranosyl)uracil; 5-(b-delta-Ribofuranosyl)uracil; 5-Ribosyluracil; 5-b-D-Ribofuranosyl-Uracil; 5-beta-delta-Ribofuranosyl-Uracil; Pseudouridine; Pseudouridine C; b-D-Pseudouridine; b-Pseudouridine; beta-Pseudouridine; beta-delta-Pseudouridine; y-Uridine,HMDB00767,C02067,
113,246.0170344,246.017,TRUE,0.717489779,7844.93039,0.000254943,C8H10NO6P,-H(-),100,Pyridoxal 5'-phosphate,Apolon B6; Biosechs; Codecarboxylase; Coenzyme B6; Hairoxal; Hexermin-P; Hi-Pyridoxin; Hiadelon; Himitan; PAL-P; PLP; Phosphopyridoxal; Phosphopyridoxal coenzyme; Pidopidon; Piodel; Pydoxal; Pyridoxal 5'-phosphate; Pyridoxal 5-phosphate; Pyridoxal P; Pyridoxal phosphate; Pyridoxal-P; Pyridoxyl phosphate; Pyromijin; Sechvitan; Vitahexin-P; Vitazechs,HMDB01491,C00018,
114,249.1133,249.1133,TRUE,0.745258302,5395.843328,-7.73137E-05,C14H18O4,-H(-),100,Ubiquinone-1,CoQ1; Coenzyme Q1; Ubiquinone Q1; Ubiquinone-Q1; Ubiquionone 1,HMDB02012,C00399,
115,253.0502878,253.0503,TRUE,0.695750386,23589.37543,-0.000300003,C7H14N2O6S,-H(-),100,5-L-Glutamyl-taurine,5-Glutamyl-taurine,HMDB04195,C05844,
116,253.0928986,253.0929,TRUE,0.624035299,16636.77578,-3.07452E-06,C9H18O8,-H(-),100,Galactosylglycerol,"(2R,3R,4S,5R,6R)-2-[(2R)-2,3-dihydroxypropoxy]-6-(hydroxymethyl)oxane-3,4,5-triol; 3-b-D-Galactosyl-sn-glycerol; 3-beta-D-Galactosyl-sn-glycerol; 3-beta-delta-Galactosyl-sn-glycerol; Azepan-2-one",HMDB06790,C05401,
117,253.2173079,253.2173,TRUE,0.917676866,2663798.207,-7.52647E-06,C16H30O2,-H(-),88,Palmitoleic acid,(Z)-9-Hexadecenoate; (Z)-9-Hexadecenoic acid; (Z)-Hexadec-9-enoate; (Z)-Hexadec-9-enoic acid; 9-Hexadecenoate; 9-Hexadecenoic acid; 9-cis-Hexadecenoate; 9-cis-Hexadecenoic acid; Hexadecenoate; Hexadecenoic acid; Oleopalmitate; Oleopalmitic acid; Palmitoleate; Palmitoleic acid; Zoomerate; Zoomeric acid; cis-9-Hexadecenoate; cis-9-Hexadecenoic acid; cis-9-Palmitoleic acid; cis-Palmitoleate; cis-Palmitoleic acid; cis-delta-9-Hexadecenoate; cis-delta-9-Hexadecenoic acid,HMDB03229,C08362,
118,255.1094598,255.1095,TRUE,0.850597143,23930.8159,0.000418713,C10H16N4O4,-H(-),100,2-(3-Carboxy-3-aminopropyl)-L-histidine,2-(3-Amino-3-carboxypropyl)-L-histidine; 2-Amino-4-[[4-(2-amino-2-carboxy-ethyl)-1H-imidazol-2-yl]] butanoate; 2-Amino-4-[[4-(2-amino-2-carboxy-ethyl)-1H-imidazol-2-yl]] butanoic acid,HMDB11655,C04441,
119,256.0943415,256.0943,TRUE,0.779822409,23640.68961,0.001209005,C8H20NO6P,-H(-),71,Glycerophosphocholine,"2-[[(2,3-Dihydroxypropoxy)hydroxyphosphinyl]oxy]-N,N,N-trimethyl-Ethanaminium inner salt; Choline Alfoscerate; Choline glycerophosphate; GPC; GPCho; Glycerol 3-phosphocholine; Glycerol phosphorylcholine; Glycerol-3-phosphatidylcholine; Glycerophosphatidylcholine; Glycerophosphocholine; Glycerophosphorylcholine; Hydrogen glycerophosphate Choline; L-Choline hydroxide 2,3-dihydroxypropyl hydrogen phosphate inner salt; L-alpha-Glycerophosphocholine; L-alpha-Glycerophosphorylcholine; L-alpha-Glycerylphosphorylcholine; Sn-Glycero-3-phosphocholine; a-Glycerophosphorylcholine; a-Glycerylphosphorylcholine; alpha-Glycerophosphorylcholine; alpha-Glycerylphosphorylcholine",HMDB00086,C00670,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Fructose 6-phosphate,D-Fructose 6-phosphate; D-Fructose 6-phosphorate; D-Fructose 6-phosphoric acid; D-Fructose-6-P; D-Fructose-6-phosphate; FPC; Fru-6-P; Fructose 6-phosphate; Fructose-6-P; Fructose-6-phosphate; Fructose-6P; Neuberg ester,HMDB00124,C00085,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Myo-inositol 1-phosphate,1-(Dihydrogen phosphate) DL-myo-Inositol; 1-(Dihydrogen phosphate) myo-Inositol; DL-myo-Inositol 1-phosphate; Myo-Inositol 1-monophosphate; Myo-Inositol 1-phosphate; Myo-Inositol-1-phosphate; Myoinositol 1-phosphate,HMDB00213,C04006,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Galactose 1-phosphate,1-(Dihydrogen phosphate) Galactitol; 1-Phosphate a-D-Galactopyranose; D-Galactose 1-phosphate; Galactopyranose 1-phosphate; Galactose 1-phosphate; a-D-1-(Dihydrogen phosphate) Galactopyranose; a-D-Galactopyranosyl phosphate; a-D-Galactose 1-phosphate; a-D-Galactosyl phosphate; alpha-D-1-(Dihydrogen phosphate) Galactopyranose; alpha-D-Galactopyranosyl phosphate; alpha-D-Galactose 1-phosphate; alpha-D-Galactosyl phosphate,HMDB00645,C00446,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Dolichyl phosphate D-mannose,DPM; Dolichol phosphate mannose; Dolichyl D-mannosyl phosphate; Dolichyl phosphate D-mannose,HMDB00994,C03862,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Fructose 1-phosphate,D-Fructose 1-phosphate; D-Fructose-1-P; D-Fructose-1-phosphate; Fructose 1-phosphate; Fructose-1-P; Fructose-1-phosphate,HMDB01076,C01094,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Mannose 6-phosphate,D-Mannose 6-phosphate; Man-6-p; Mannose 6-phosphate; Mannose-6-phosphate; alpha-D-Mannose-6-P; alpha-D-Mannose-6-phosphate; alpha-delta-Mannose-6-P; alpha-delta-Mannose-6-phosphate; delta-Mannose 6-phosphate,HMDB01078,C00275,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,D-Myo-inositol 4-phosphate,1D-Myo-inositol 4-monophosphate; 1D-Myo-inositol 4-phosphate; D-Myo-inositol-4-phosphate; D-Myoinositol 4-phosphate; Inositol 4-phosphate; Myo-inositol 4-phosphate,HMDB01313,C03546,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Glucose 6-phosphate,D(+)-Glucopyranose 6-phosphate; D-Glucose 6-phosphate; D-Glucose-6-dihydrogen phosphate; D-Hexose 6-phosphate; Glucose 6-phosphate; Glucose-6-phosphate; Robison ester; a-D-Glucose 6- phosphate; alpha-D-Glucose 6- phosphate; alpha-D-Glucose 6-phosphate; alpha-D-Hexose 6-phosphate,HMDB01401,C00092,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Glucose 1-phosphate,Cori ester; D-Glucopyranose 1-phosphate; D-Glucose 1-phosphate; D-Glucose-1-P; D-Glucose-1-phosphate; Glucose 1-phosphate; Glucose monophosphate; Glucose-1-phosphate; Glucose-1P; a-D-Glucopyranosyl phosphate; a-D-Glucose 1-phosphate; alpha-D-Glucopyranosyl phosphate; alpha-D-Glucose 1-phosphate; alpha-D-Glucose-1-phosphate; alpha-delta-Glucopyranosyl phosphate; alpha-delta-Glucose 1-phosphate; alpha-delta-Glucose-1-phosphate; delta-Glucopyranose 1-phosphate; delta-Glucose 1-phosphate; delta-Glucose-1-P; delta-Glucose-1-phosphate,HMDB01586,C00103,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Inositol phosphate,1D-Myo-Inositol 1-monophosphate; 1D-Myo-Inositol 1-phosphate; D-Myo-Inositol-1-Phosphate; Inositol 1-monophosphate,HMDB02985,C01177,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Beta-D-Glucose 6-phosphate,beta-D-Glucose 6-(dihydrogen phosphate); beta-D-Glucose 6-phosphate,HMDB03498,C01172,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,Beta-D-Fructose 6-phosphate,beta-D-Fructose 6-phosphate,HMDB03971,C05345,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,D-Mannose 1-phosphate,1-(Dihydrogen phosphate)-D-Mannopyranose; 1-(Dihydrogen phosphate)-delta-Mannopyranose; D-Mannose 1-phosphates; D-Mannose-1-phosphate; Mannose 1-phosphate; Mannose 1-phosphate-Mannopyranose; Mannose-1-P; alpha-D-Mannose 1-phosphate; alpha-delta-Mannose 1-phosphate; delta-Mannose 1-phosphates; delta-Mannose-1-phosphate,HMDB06330,C00636,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,1D-myo-Inositol 3-phosphate,1D-Myo-Inositol 3-monophosphate; 1L-Myo-Inositol 1-phosphate; D-Myo-Inositol 3-monophosphate; D-Myo-Inositol 3-phosphate; Inositol 3-monophosphate; Inositol 3-phosphate; L-Myo-Inositol 1-phosphate; Myo-Inositol 3-monophosphate; Myo-Inositol 3-phosphate,HMDB06814,C04006,
120,259.0223029,259.0223,TRUE,0.761529327,381755.2613,0.000129271,C6H13O9P,-H(-),100,D-Tagatose 6-phosphate,6-O-Phosphono-D-tagatofuranose; D-Tagatofuranose 6-(dihydrogen phosphate),HMDB06873,C01097,
121,266.089064,266.0891,TRUE,0.734112918,17998.26995,0.0004135,C10H13N5O4,-H(-),100,Adenosine,1-(6-Amino-9H-purin-9-yl)-1-deoxy-beta-D-Ribofuranose; 1-(6-Amino-9H-purin-9-yl)-1-deoxy-beta-delta-Ribofuranose; 6-Amino-9beta-D-ribofuranosyl-9H-purine; 6-Amino-9beta-delta-ribofuranosyl-9H-purine; 9-beta-D-Arabinofuranosyladenine; 9-beta-D-Ribofuranosidoadenine; 9-beta-D-Ribofuranosyl-9H-purin-6-amine; 9-beta-D-Ribofuranosyladenine; 9-beta-delta-Arabinofuranosyladenine; 9-beta-delta-Ribofuranosidoadenine; 9-beta-delta-Ribofuranosyl-9H-purin-6-amine; 9-beta-delta-Ribofuranosyladenine; 9beta-D-Ribofuranosyladenine; 9beta-D-ribofuranosyl-9H-Purin-6-amine; 9beta-delta-Ribofuranosyladenine; 9beta-delta-ribofuranosyl-9H-Purin-6-amine; Adenine nucleoside; Adenine riboside; Adenine-9beta-D-Ribofuranoside; Adenine-9beta-delta-Ribofuranoside; Adenocard; Adenocor; Adenoscan; Adenosin; Boniton; Myocol; Nucleocardyl; Sandesin; b-D-Adenosine; beta-Adenosine; beta-D-Adenosine; beta-delta-Adenosine,HMDB00050,C00212,
121,266.089064,266.0891,TRUE,0.734112918,17998.26995,0.0004135,C10H13N5O4,-H(-),100,Deoxyguanosine,2'-Deoxy-Guanosine; 2'-Deoxyguanosine; 2-Deoxyguanosine; 9-(2-Deoxy-b-D-erythro-pentofuranosyl)-Guanine; 9-(2-Deoxy-b-D-erythro-pentofuranosyl)guanine; 9-(2-Deoxy-beta-delta-erythro-pentofuranosyl)-Guanine; 9-(2-Deoxy-beta-delta-erythro-pentofuranosyl)guanine; Deoxyguanosine; Desoxyguanosine; Guanine deoxy nucleoside; Guanine deoxyriboside,HMDB00085,C00330,
122,267.0736383,267.0736,TRUE,0.81330207,2819135.179,-0.000151976,C10H12N4O5,-H(-),97,Inosine,"(-)-Inosine; 1,9-Dihydro-9-b-D-ribofuranosyl-6H-Purin-6-one; 1,9-Dihydro-9-beta-D-ribofuranosyl-6H-purin-6-one; 1,9-Dihydro-9-beta-delta-ribofuranosyl-6H-purin-6-one; 9-b-D-Ribofuranosyl-Hypoxanthine; 9-b-D-Ribofuranosylhypoxanthine; 9-beta-D-Ribofuranosyl-Hypoxanthine; 9-beta-D-Ribofuranosylhypoxanthine; 9-beta-delta-Ribofuranosyl-Hypoxanthine; 9-beta-delta-Ribofuranosylhypoxanthine; 9beta-D-Ribofuranosylhypoxanthine; 9beta-delta-Ribofuranosylhypoxanthine; Atorel; HXR; Hypoxanthine 9-beta-D-ribofuranoside; Hypoxanthine 9-beta-delta-ribofuranoside; Hypoxanthine D-riboside; Hypoxanthine nucleoside; Hypoxanthine ribonucleoside; Hypoxanthine riboside; Hypoxanthine-9 beta-D-Ribofuranoside; Hypoxanthine-9 beta-delta-Ribofuranoside; Hypoxanthine-9-D-ribofuranoside; Hypoxanthine-9-beta-D-ribofuranoside; Hypoxanthine-9-beta-delta-ribofuranoside; Hypoxanthine-9-delta-ribofuranoside; Hypoxanthine-ribose; Hypoxanthosine; Indole-3-carboxaldehyde; Ino; Inosie; Iso-prinosine; Oxiamin; Panholic-L; Pantholic-L; Ribonosine; Selfer; Trophicardyl; beta-D-Ribofuranoside hypoxanthine-9; beta-Inosine; beta-delta-Ribofuranoside hypoxanthine-9",HMDB00195,C00294,
123,271.1704687,271.1705,TRUE,0.729720503,7825.786459,-0.000119557,C18H24O2,-H(-),100,Estradiol,"(+)-3,17b-Estradiol; (17b)-Estra-1,3,5(10)-triene-3,17-diol; 13b-Methyl-1,3,5(10)-gonatriene-3,17b-ol; 17b-Estradiol; 17b-Oestradiol; 3,17-Epidihydroxyestratriene; 3,17b-Dihydroxyestra-1,3,5(10)-triene; 3,17b-Estradiol; Aerodiol; Agofollin; Altrad; Amnestrogen; Aquadiol; Bardiol; Climaderm; Climara; Compudose; Corpagen; D-Estradiol; D-Oestradiol; Dermestril; Dihydro-Theelin; Dihydrofollicular hormone; Dihydrofolliculin; Dihydromenformon; Dihydrotheelin; Dihydroxyestrin; Dimenformon; Diogyn; Diogynets; Divigel; Encore; Epiestriol 50; Estra-1,3,5(10)-triene-3,17b-diol; Estrace; Estraderm TTS; Estradiol; Estradiol-17-beta; Estradot; Estraldine; Estring Vaginal Ring; Estroclim; Estroclim 50; Estrogel; Estrogel HBF; Estrovite; Evorel; Femestral; Femogen; Follicyclin; Gelestra; Ginosedol; Gynergon; Gynoestryl; Lamdiol; Macrodiol; Menorest; Nordicol; Oesclim; Oestergon; Oestra-1,3,5(10)-triene-3,17b-diol; Oestradiol; Oestrogel; Oestroglandol; Ovahormon; Ovasterol; Ovastevol; Ovocyclin; Ovocylin; Perlatanol; Primofol; Profoliol; Profoliol B; Progynon; Progynon DH; Sandrena 1; Syndiol; Systen; Vivelle; Zumenon; b-Estradiol; beta-Estradiol; delta-Estradiol; delta-Oestradiol",HMDB00151,C00951,
124,275.1252254,275.1252,TRUE,0.845228076,16942.81267,-0.000377959,C11H20N2O6,-H(-),100,Saccharopine,"(S)-N-(5-amino-5-carboxypentyl)-L-Glutamic acid; L-N-(5-Amino-5-carboxypentyl)-Glutamic acid; L-Saccharopin; L-Saccharopine; N(6)-(L-1,3-Dicarboxypropyl)-L-lysine; N-(5-Amino-5-carboxypentyl)-L-glutamic acid; N-(5-Amino-5-carboxypentyl)-glutamic acid; N-[(5S)-5-Amino-5-carboxypentyl]-L-Glutamic acid; N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopin; epsilon-N-(L-Glutar-2-yl)-L-lysine",HMDB00279,C00449,
125,275.201529,275.2015,TRUE,0.781050086,56647.55819,0.000131107,C18H28O2,-H(-),100,Stearidonic acid,"6,9,12,15-Octadecatetraenoate; 6,9,12,15-Octadecatetraenoic acid; Stearidonic acid; Stearidonic acid C18:4",HMDB06547,C16300,
126,277.1223709,277.1224,TRUE,0.785077721,15492.99967,0.000370808,C11H22N2O4S,-H(-),100,Pantetheine,(R)-Pantetheine; D-Pantetheine; LBF; Lactobacillus bulgaricus factor; Pantotheine,HMDB03426,C00831,
127,277.2173485,277.2173,TRUE,0.914211482,1253938.894,-3.27913E-05,C18H30O2,-H(-),93,Alpha-Linolenic acid,"(9,12,15)-linolenate; (9,12,15)-linolenic acid; (9Z,12Z,15Z)-Octadecatrienoate; (9Z,12Z,15Z)-Octadecatrienoic acid; (Z,Z,Z)-9,12,15-Octadecatrienoate; (Z,Z,Z)-9,12,15-Octadecatrienoic acid; 9,12,15-Octadecatrienoate; 9,12,15-Octadecatrienoic acid; 9-cis,12-cis,15-cis-Octadecatrienoate; 9-cis,12-cis,15-cis-Octadecatrienoic acid; All-cis-9,12,15-Octadecatrienoate; All-cis-9,12,15-Octadecatrienoic acid; Industrene 120; Linolenate; Linolenic acid; a-Linolenate; a-Linolenic acid; alpha-Linolenate; alpha-Linolenic acid; cis,cis,cis-9,12,15-Octadecatrienoate; cis,cis,cis-9,12,15-Octadecatrienoic acid; cis-9,12,15-Octadecatrienoate; cis-9,12,15-Octadecatrienoic acid",HMDB01388,C06427,
127,277.2173485,277.2173,TRUE,0.914211482,1253938.894,-3.27913E-05,C18H30O2,-H(-),93,Gamma-Linolenic acid,"(6,9,12)-linolenate; (6,9,12)-linolenic acid; (6Z,9Z,12Z)-Octadecatrienoate; (6Z,9Z,12Z)-Octadecatrienoic acid; (Z,Z,Z)-6,9,12-Octadecatrienoate; (Z,Z,Z)-6,9,12-Octadecatrienoic acid; 6(Z),9(Z),12(Z)-Octadecatrienoate; 6(Z),9(Z),12(Z)-Octadecatrienoic acid; 6,9,12-All-cis-Octadecatrienoate; 6,9,12-All-cis-Octadecatrienoic acid; 6,9,12-Octadecatrienoate; 6,9,12-Octadecatrienoic acid; 6Z,9Z,12Z-Octadecatrienoate; 6Z,9Z,12Z-Octadecatrienoic acid; All-cis-6,9,12-octadecatrienoate; All-cis-6,9,12-octadecatrienoic acid; Ligla; cis-delta(6,9,12)-Octadecatrienoate; cis-delta(6,9,12)-Octadecatrienoic acid; gamma-Linolenate; gamma-Linolenic acid; gamma-Llnolenic acid",HMDB03073,C06426,
